Id,Overall Qual,Gr Liv Area,Garage Area,Total Bsmt SF,Year Remod/Add,bath_abv,bath_bsmt,Neighborhood,roomratio,rm_area_intr,Bsmt Qual,SalePrice
412,7,1055,440.0,1057.0,1975,2,1.0,NPkVill,0.5,4220,Gd,123000
1399,6,1291,431.0,1291.0,1997,1,1.0,ClearCr,0.16666666666666666,7746,Gd,173000
183,6,720,484.0,624.0,2003,1,0.0,OldTown,0.2,3600,TA,105900
974,4,988,297.0,462.0,1973,1,1.0,MeadowV,0.2,4940,Gd,91000
930,5,1523,295.0,1067.0,2005,2,1.0,Crawfor,0.2857142857142857,10661,TA,158000
881,7,1728,572.0,864.0,2004,3,0.0,CollgCr,0.42857142857142855,12096,Gd,190000
1180,8,1239,477.0,1230.0,1995,2,1.0,Veenker,0.5,4956,Gd,217500
1553,5,1955,356.0,1151.0,1958,2,0.0,IDOTRR,0.2857142857142857,13685,TA,165500
928,7,1564,234.0,704.0,1950,2,0.0,Crawfor,0.2857142857142857,10948,TA,174500
1512,4,1204,312.0,416.0,1954,1,0.0,Edwards,0.16666666666666666,7224,Ex,100000
3,6,1329,312.0,1329.0,1958,2,0.0,NAmes,0.3333333333333333,7974,TA,172000
2140,5,879,440.0,864.0,1975,1,0.0,CollgCr,0.2,4395,TA,120000
553,4,841,294.0,721.0,1950,1,0.0,SawyerW,0.25,3364,TA,82000
2594,6,1312,649.0,784.0,1950,2,0.0,NAmes,0.3333333333333333,7872,TA,127000
1314,6,2058,396.0,735.0,1950,2,0.0,OldTown,0.25,16464,Gd,129500
366,8,1360,565.0,1220.0,1984,1,1.0,StoneBr,0.25,5440,Gd,187500
1462,8,1786,715.0,1778.0,2003,2,1.0,CollgCr,0.3333333333333333,10716,Ex,300000
2541,6,1993,495.0,825.0,1971,3,0.0,NWAmes,0.375,15944,TA,190000
2088,4,1362,280.0,951.0,1950,2,0.0,Edwards,0.2857142857142857,9534,TA,96000
527,7,1550,438.0,1092.0,2007,2,1.0,Somerst,0.2857142857142857,10850,Gd,241000
1824,5,1696,349.0,1140.0,1962,2,0.0,Sawyer,0.25,13568,TA,143900
2918,4,1092,286.0,546.0,1970,2,0.0,MeadowV,0.4,5460,TA,87550
49,9,1752,576.0,1752.0,2005,2,1.0,NridgHt,0.3333333333333333,10512,Ex,319900
2332,9,2473,675.0,1094.0,2006,3,0.0,StoneBr,0.2727272727272727,27203,Ex,356383
826,9,1800,702.0,1800.0,2007,2,0.0,CollgCr,0.2857142857142857,12600,Ex,239000
1108,7,2197,783.0,1080.0,1994,3,1.0,NoRidge,0.3333333333333333,19773,Gd,287500
2041,5,1382,660.0,720.0,1950,2,0.0,OldTown,0.2857142857142857,9674,TA,128500
57,7,1733,433.0,847.0,2004,3,0.0,Gilbert,0.42857142857142855,12131,Gd,185088
520,7,1402,625.0,1402.0,2008,2,0.0,Somerst,0.2857142857142857,9814,Gd,229800
2305,5,887,288.0,864.0,1984,1,1.0,Mitchel,0.2,4435,TA,124500
2533,5,1051,504.0,1051.0,1968,1,1.0,NAmes,0.16666666666666666,6306,TA,142000
2852,6,1510,216.0,755.0,1950,1,0.0,SWISU,0.16666666666666666,9060,TA,149000
1198,5,1656,506.0,1656.0,1973,2,0.0,NWAmes,0.25,13248,TA,135000
1681,6,958,440.0,1078.0,1976,2,0.0,NPkVill,0.4,4790,Gd,128000
1773,8,3228,546.0,3200.0,1993,3,1.0,NoRidge,0.3,32280,Gd,430000
1825,5,1040,686.0,1040.0,1968,2,1.0,Sawyer,0.4,5200,TA,145000
2208,5,1250,552.0,661.0,2003,2,0.0,Crawfor,0.25,10000,TA,139000
1646,6,1868,477.0,585.0,2003,4,0.0,NWAmes,0.5714285714285714,13076,Gd,178000
1060,10,2790,1150.0,1620.0,2006,3,1.0,NridgHt,0.3,27900,Ex,460000
748,6,2134,441.0,844.0,1994,2,0.0,BrkSide,0.2,21340,TA,214500
2846,5,1928,0.0,686.0,1995,2,0.0,SWISU,0.2,19280,TA,160000
493,7,2060,390.0,992.0,1999,3,1.0,Gilbert,0.375,16480,Gd,214000
694,6,1378,162.0,901.0,1998,1,0.0,OldTown,0.16666666666666666,8268,TA,128900
2283,4,1622,1356.0,1249.0,1975,1,1.0,Mitchel,0.14285714285714285,11354,TA,168000
1800,8,1880,880.0,955.0,2007,3,1.0,Somerst,0.375,15040,Ex,310013
1632,8,1088,461.0,1074.0,1986,2,0.0,StoneBr,0.4,5440,Gd,170000
2624,5,1040,286.0,1040.0,1959,1,0.0,NAmes,0.16666666666666666,6240,TA,133700
2197,6,1502,180.0,602.0,1996,2,0.0,Crawfor,0.2857142857142857,10514,TA,165000
1045,6,987,264.0,483.0,1971,2,0.0,BrDale,0.4,4935,TA,89500
2549,6,1095,264.0,588.0,1958,1,1.0,NAmes,0.16666666666666666,6570,TA,140000
2829,7,1709,380.0,970.0,2004,2,0.0,Edwards,0.2857142857142857,11963,Gd,134000
2480,6,1731,462.0,836.0,1993,3,1.0,SawyerW,0.42857142857142855,12117,Gd,248500
2724,4,960,364.0,648.0,2001,0,2.0,Sawyer,0.0,2880,TA,145000
2352,6,1552,434.0,713.0,1975,3,1.0,NWAmes,0.5,9312,Gd,179900
1783,8,1795,895.0,1795.0,2007,2,0.0,Somerst,0.2857142857142857,12565,Ex,147000
338,5,1274,576.0,624.0,1991,2,0.0,Mitchel,0.3333333333333333,7644,Gd,136000
196,6,1196,576.0,572.0,1950,2,1.0,BrkSide,0.3333333333333333,7176,TA,128000
762,4,704,220.0,560.0,2001,1,1.0,Sawyer,0.25,2816,Fa,88750
151,5,972,305.0,972.0,1955,1,0.0,NAmes,0.2,4860,TA,122500
158,6,1458,330.0,912.0,1950,1,1.0,NAmes,0.16666666666666666,8748,TA,97500
2572,6,1008,430.0,1008.0,1963,1,0.0,NAmes,0.2,5040,TA,135000
1686,9,1828,774.0,1822.0,2007,2,0.0,NridgHt,0.2222222222222222,16452,Ex,314813
943,3,1526,0.0,1013.0,1982,1,0.0,IDOTRR,0.16666666666666666,9156,TA,85000
735,6,1176,624.0,698.0,2000,1,0.0,BrkSide,0.25,4704,TA,134900
2741,5,1057,288.0,1057.0,1999,1,1.0,Edwards,0.16666666666666666,6342,TA,137000
1106,8,2113,839.0,2109.0,1995,3,1.0,NoRidge,0.42857142857142855,14791,Gd,350000
2375,5,1387,300.0,943.0,1975,1,1.0,NAmes,0.16666666666666666,8322,TA,145000
1701,9,2758,814.0,1704.0,2006,3,0.0,NridgHt,0.3333333333333333,24822,Ex,418000
2657,3,840,250.0,798.0,1950,1,0.0,OldTown,0.2,4200,TA,64000
907,5,1520,281.0,793.0,2000,1,0.0,SWISU,0.16666666666666666,9120,TA,159434
1777,8,1542,852.0,1542.0,2007,2,1.0,Somerst,0.3333333333333333,9252,Gd,260261
164,5,1385,720.0,910.0,1952,2,0.0,NAmes,0.3333333333333333,8310,TA,166000
1973,5,936,288.0,896.0,1962,1,1.0,NAmes,0.16666666666666666,5616,TA,130000
2857,5,1288,240.0,824.0,1950,1,0.0,SWISU,0.16666666666666666,7728,Fa,112000
1208,5,1128,525.0,1120.0,1963,2,1.0,NAmes,0.3333333333333333,6768,TA,155000
319,8,1968,680.0,774.0,2010,3,0.0,Timber,0.375,15744,Ex,269500
2567,6,1246,441.0,1246.0,1964,1,1.0,NAmes,0.16666666666666666,7476,TA,172000
2222,7,1740,240.0,800.0,1984,2,0.0,Crawfor,0.3333333333333333,10440,TA,219500
2493,5,925,484.0,925.0,1963,1,1.0,Sawyer,0.2,4625,TA,133500
1757,7,1430,400.0,384.0,2000,3,0.0,Gilbert,0.375,11440,Gd,170000
184,8,1566,288.0,930.0,2003,2,0.0,OldTown,0.2857142857142857,10962,TA,150000
1248,5,950,400.0,984.0,1953,1,0.0,NAmes,0.2,4750,TA,130000
2574,5,1144,796.0,1144.0,1959,1,1.0,NAmes,0.16666666666666666,6864,TA,143000
1215,5,1114,451.0,1114.0,1961,1,1.0,NAmes,0.2,5570,TA,140000
1614,7,2223,516.0,2223.0,1973,2,1.0,NAmes,0.25,17784,Gd,244000
2039,5,1111,288.0,530.0,1996,1,0.0,IDOTRR,0.16666666666666666,6666,TA,101000
2669,5,960,624.0,960.0,1958,1,0.0,OldTown,0.2,4800,TA,125000
1005,6,1633,460.0,932.0,1998,3,0.0,Gilbert,0.42857142857142855,11431,Gd,183000
753,6,2229,0.0,755.0,1950,1,0.0,OldTown,0.125,17832,TA,104000
1275,6,984,280.0,936.0,1954,1,1.0,NAmes,0.25,3936,TA,112500
2350,6,1686,612.0,1686.0,1980,2,1.0,NWAmes,0.2857142857142857,11802,Gd,207500
2762,7,1614,576.0,1614.0,2005,2,0.0,CollgCr,0.2857142857142857,11298,Gd,225000
2788,5,864,297.0,864.0,1972,1,0.0,CollgCr,0.2,4320,TA,119900
2384,7,1740,874.0,1721.0,2006,2,0.0,NridgHt,0.25,13920,Ex,293000
2716,5,1721,440.0,1461.0,1993,3,0.0,Sawyer,0.42857142857142855,12047,TA,180000
313,6,1034,888.0,1012.0,1976,1,1.0,Mitchel,0.16666666666666666,6204,TA,169900
84,6,1902,539.0,0.0,1978,2,0.0,Sawyer,0.25,15216,NA,112000
81,6,1097,480.0,1040.0,1985,2,0.0,SawyerW,0.3333333333333333,6582,Gd,152000
2389,9,2206,670.0,1090.0,2006,3,0.0,NridgHt,0.3,22060,Gd,300000
280,6,1117,672.0,1029.0,1976,1,1.0,Edwards,0.16666666666666666,6702,TA,107000
190,4,2290,560.0,777.0,1950,2,0.0,OldTown,0.18181818181818182,25190,TA,122500
2371,6,948,264.0,483.0,1972,2,0.0,BrDale,0.4,4740,TA,89000
213,6,919,231.0,600.0,1950,1,0.0,SWISU,0.2,4595,Fa,95000
1864,6,1152,412.0,912.0,1968,2,1.0,NWAmes,0.2857142857142857,8064,TA,143450
37,9,2334,751.0,1590.0,2010,3,0.0,NridgHt,0.3,23340,Ex,376162
146,5,1264,461.0,1268.0,1960,1,1.0,NAmes,0.16666666666666666,7584,TA,167500
809,5,1224,528.0,1086.0,1979,2,2.0,SawyerW,0.3333333333333333,7344,Gd,153337
767,6,1369,300.0,672.0,1950,2,1.0,Edwards,0.3333333333333333,8214,TA,103600
262,5,894,308.0,894.0,1976,1,1.0,CollgCr,0.2,4470,TA,128200
101,6,1573,440.0,756.0,2000,3,0.0,Somerst,0.6,7865,Gd,177500
48,8,2250,756.0,1671.0,2002,3,1.0,NridgHt,0.42857142857142855,15750,Gd,320000
489,6,1514,394.0,794.0,2000,3,1.0,Gilbert,0.42857142857142855,10598,Gd,190000
2369,6,1218,0.0,672.0,1971,2,0.0,BrDale,0.2857142857142857,8526,TA,91500
707,5,1387,256.0,811.0,1954,2,0.0,OldTown,0.2857142857142857,9709,TA,93000
1556,4,1317,250.0,649.0,1950,1,0.0,IDOTRR,0.16666666666666666,7902,TA,40000
2034,6,1355,0.0,684.0,2006,2,0.0,IDOTRR,0.2857142857142857,9485,TA,127000
308,4,952,330.0,756.0,1950,1,0.0,IDOTRR,0.2,4760,TA,50138
2176,6,1113,504.0,1143.0,1976,2,1.0,Edwards,0.3333333333333333,6678,TA,148000
1549,5,778,924.0,740.0,1955,1,0.0,IDOTRR,0.25,3112,TA,120500
909,6,1489,240.0,778.0,1950,2,0.0,SWISU,0.2857142857142857,10423,TA,139500
892,9,1698,768.0,1698.0,2008,2,1.0,Edwards,0.25,13584,Ex,320000
2045,7,2267,498.0,1005.0,1980,2,1.0,Sawyer,0.2857142857142857,15869,TA,219000
2927,5,902,484.0,864.0,1983,1,1.0,Mitchel,0.2,4510,Gd,131000
1732,6,1495,440.0,738.0,2006,3,0.0,Gilbert,0.42857142857142855,10465,Gd,171925
998,5,1384,404.0,1348.0,1997,2,1.0,Gilbert,0.2857142857142857,9688,Gd,177900
2203,6,1436,228.0,585.0,1950,1,0.0,Crawfor,0.14285714285714285,10052,TA,141500
356,6,1636,440.0,952.0,1999,3,1.0,Gilbert,0.42857142857142855,11452,Gd,191000
2475,6,1158,576.0,1158.0,2004,2,1.0,SawyerW,0.4,5790,Gd,158000
2264,8,1646,870.0,1638.0,2007,2,0.0,Timber,0.3333333333333333,9876,Gd,248900
2201,5,1768,240.0,731.0,1950,2,1.0,SWISU,0.2857142857142857,12376,Gd,175000
2545,6,1565,299.0,1187.0,2000,2,1.0,NAmes,0.2857142857142857,10955,TA,185900
2660,7,1768,320.0,880.0,1970,2,0.0,OldTown,0.3333333333333333,10608,Gd,163000
2882,5,1396,0.0,660.0,1951,2,0.0,IDOTRR,0.25,11168,TA,115000
1379,6,1096,484.0,1008.0,1978,1,1.0,Sawyer,0.16666666666666666,6576,TA,157500
491,7,2312,658.0,1177.0,1999,3,1.0,Gilbert,0.375,18496,Gd,245000
1002,8,1337,462.0,1337.0,1993,2,1.0,StoneBr,0.4,6685,Gd,180000
1848,7,1102,480.0,551.0,2004,3,0.0,Somerst,0.75,4408,Gd,148800
1455,8,2031,577.0,1128.0,2002,3,1.0,CollgCr,0.42857142857142855,14217,Gd,237000
908,2,438,246.0,290.0,1950,1,0.0,SWISU,0.3333333333333333,1314,TA,60000
1490,5,1033,504.0,456.0,1976,1,1.0,Edwards,0.16666666666666666,6198,Gd,165000
1465,7,2327,596.0,1129.0,2003,3,0.0,CollgCr,0.3333333333333333,20943,Gd,240000
1627,7,1187,420.0,1168.0,1993,2,0.0,Gilbert,0.3333333333333333,7122,Gd,160000
2849,6,1340,440.0,780.0,1950,1,1.0,SWISU,0.16666666666666666,8040,TA,128000
1501,4,1152,0.0,0.0,1955,2,0.0,Edwards,0.3333333333333333,6912,NA,82000
626,6,1567,542.0,1562.0,2008,2,1.0,NAmes,0.4,7835,TA,256000
722,7,1482,324.0,650.0,1988,1,1.0,OldTown,0.14285714285714285,10374,TA,143000
2260,7,1689,433.0,1689.0,2007,2,0.0,Timber,0.2857142857142857,11823,Gd,231713
1639,5,1424,828.0,1100.0,1990,2,1.0,Gilbert,0.2857142857142857,9968,Gd,155000
1603,5,816,264.0,816.0,1983,1,1.0,Mitchel,0.25,3264,TA,128500
1520,7,1424,312.0,1228.0,1950,2,0.0,SWISU,0.2857142857142857,9968,TA,168000
1665,7,1479,484.0,725.0,2004,2,1.0,NAmes,0.2857142857142857,10353,TA,184000
2635,5,1025,0.0,1025.0,1962,1,1.0,NAmes,0.16666666666666666,6150,TA,124000
581,6,1442,615.0,1442.0,1970,2,0.0,NWAmes,0.3333333333333333,8652,TA,185000
2435,8,1936,504.0,1406.0,2000,3,0.0,Gilbert,0.42857142857142855,13552,Gd,230500
2799,7,1939,555.0,1054.0,1998,3,1.0,CollgCr,0.375,15512,Gd,227000
883,6,1476,540.0,738.0,2005,3,1.0,CollgCr,0.42857142857142855,10332,Gd,173500
2537,5,898,326.0,833.0,1968,1,1.0,NAmes,0.16666666666666666,5388,Gd,140000
1120,8,1460,480.0,1460.0,2007,2,0.0,Somerst,0.3333333333333333,8760,Ex,247000
774,6,1034,504.0,456.0,1978,1,1.0,Sawyer,0.2,5170,Gd,149900
1447,5,1174,528.0,864.0,1978,1,1.0,CollgCr,0.2,5870,Gd,158000
104,7,1080,496.0,530.0,2003,3,0.0,Somerst,0.75,4320,Gd,147110
2694,6,1376,198.0,780.0,1950,2,0.0,IDOTRR,0.2857142857142857,9632,TA,119500
920,5,1567,440.0,840.0,1950,2,1.0,Crawfor,0.3333333333333333,9402,TA,205000
1951,5,1534,0.0,736.0,1999,2,0.0,OldTown,0.3333333333333333,9204,Gd,148000
9,8,1616,608.0,1595.0,1996,2,1.0,StoneBr,0.4,8080,Gd,236500
2848,5,1551,240.0,1058.0,1950,2,1.0,SWISU,0.3333333333333333,9306,Fa,137000
614,5,960,330.0,960.0,1955,1,1.0,NAmes,0.2,4800,TA,122000
1736,7,1302,436.0,1302.0,2007,2,0.0,Gilbert,0.3333333333333333,7812,Gd,176485
2686,5,816,210.0,816.0,1950,1,0.0,BrkSide,0.25,3264,TA,109000
2257,7,1502,286.0,1502.0,1998,2,1.0,GrnHill,0.4,7510,Gd,330000
1284,6,1133,308.0,192.0,2008,1,1.0,OldTown,0.14285714285714285,7931,TA,143000
1765,9,3078,806.0,1408.0,1998,3,1.0,NoRidge,0.3333333333333333,27702,Ex,410000
1811,6,1721,471.0,928.0,1994,3,1.0,SawyerW,0.42857142857142855,12047,Gd,201000
2603,4,1760,648.0,1077.0,1950,2,0.0,OldTown,0.2857142857142857,12320,Fa,80000
2220,6,2320,180.0,1028.0,2002,3,1.0,Crawfor,0.3333333333333333,20880,TA,259500
2273,7,2486,452.0,1122.0,2004,4,1.0,Timber,0.4,24860,Gd,279900
163,5,1246,305.0,1246.0,1994,2,1.0,NAmes,0.3333333333333333,7476,TA,154000
2116,6,2144,389.0,1444.0,2006,2,1.0,ClearCr,0.2857142857142857,15008,Gd,277000
2734,5,1150,215.0,799.0,1950,1,0.0,Edwards,0.16666666666666666,6900,TA,128000
426,8,1600,890.0,1566.0,2007,2,0.0,NridgHt,0.2857142857142857,11200,Gd,256300
2216,4,1755,231.0,930.0,2003,2,0.0,Crawfor,0.2857142857142857,12285,TA,188000
2900,8,1800,765.0,1800.0,2002,2,1.0,Timber,0.2857142857142857,12600,Ex,312500
97,7,1200,480.0,600.0,2005,3,0.0,Somerst,0.75,4800,Gd,151000
1680,5,1365,440.0,765.0,1971,2,1.0,BrDale,0.3333333333333333,8190,TA,122500
1133,6,1696,542.0,835.0,2003,3,1.0,SawyerW,0.42857142857142855,11872,Gd,188000
2761,7,1809,638.0,945.0,2006,3,0.0,CollgCr,0.375,14472,Gd,209700
1642,8,2234,724.0,2220.0,2006,2,1.0,StoneBr,0.2857142857142857,15638,Ex,441929
1141,6,1680,474.0,886.0,1994,3,1.0,SawyerW,0.42857142857142855,11760,Gd,163000
2118,6,2087,444.0,832.0,2007,3,0.0,ClearCr,0.3333333333333333,18783,TA,187500
870,8,1513,521.0,1462.0,2000,2,1.0,CollgCr,0.4,7565,Gd,220000
1875,5,1107,308.0,949.0,1993,1,1.0,NAmes,0.2,5535,TA,127000
155,5,827,392.0,0.0,2007,1,0.0,NAmes,0.2,4135,NA,107500
1318,6,1484,0.0,742.0,2001,2,0.0,OldTown,0.2222222222222222,13356,TA,128000
1285,5,764,504.0,680.0,2004,1,0.0,OldTown,0.25,3056,Fa,73000
2400,9,1792,874.0,1792.0,2004,2,1.0,NridgHt,0.3333333333333333,10752,Ex,374000
1068,8,2649,746.0,1479.0,2002,3,1.0,NridgHt,0.3,26490,Ex,421250
361,6,1593,389.0,808.0,1993,3,0.0,Gilbert,0.42857142857142855,11151,Gd,178000
1493,4,1181,588.0,1138.0,1972,2,1.0,Edwards,0.3333333333333333,7086,Gd,137500
1110,8,1987,691.0,1986.0,1994,2,1.0,NoRidge,0.2857142857142857,13909,Gd,301500
911,6,1242,180.0,583.0,1950,2,0.0,SWISU,0.3333333333333333,7452,TA,105000
2535,6,976,504.0,976.0,2004,1,1.0,NAmes,0.25,3904,TA,157500
2030,5,1214,216.0,969.0,1950,1,0.0,OldTown,0.16666666666666666,7284,TA,117000
2634,5,864,336.0,864.0,1962,1,1.0,NAmes,0.2,4320,TA,105000
1530,6,1639,240.0,1064.0,1950,1,0.0,SWISU,0.16666666666666666,9834,TA,115000
435,9,1736,834.0,1736.0,2008,2,0.0,NridgHt,0.2857142857142857,12152,Ex,360000
812,5,1535,400.0,0.0,1979,2,0.0,SawyerW,0.25,12280,NA,118858
1202,6,1632,484.0,800.0,2000,2,1.0,NWAmes,0.2857142857142857,11424,TA,173000
666,3,725,320.0,630.0,1998,2,0.0,OldTown,0.5,2900,TA,78500
1751,7,1720,440.0,840.0,2004,3,0.0,Gilbert,0.42857142857142855,12040,Gd,183500
705,4,936,576.0,936.0,1953,1,0.0,OldTown,0.25,3744,Fa,93000
1744,8,1589,630.0,1406.0,2003,2,1.0,Blmngtn,0.2857142857142857,11123,Gd,226500
357,6,1571,380.0,799.0,1994,3,0.0,Gilbert,0.42857142857142855,10997,Gd,178000
2133,7,1479,558.0,1453.0,2003,2,1.0,CollgCr,0.2857142857142857,10353,Gd,226000
989,5,1632,898.0,784.0,1969,2,0.0,Mitchel,0.2857142857142857,11424,TA,173000
562,5,864,360.0,864.0,1965,1,0.0,Sawyer,0.2,4320,TA,62383
1054,9,2713,858.0,1452.0,2008,3,1.0,NridgHt,0.2727272727272727,29843,Ex,446261
2850,7,1479,312.0,624.0,1997,1,1.0,SWISU,0.16666666666666666,8874,TA,160000
1082,7,1576,668.0,1393.0,2004,2,1.0,Blmngtn,0.2857142857142857,11032,Gd,219990
1440,7,1479,577.0,1468.0,2000,2,0.0,CollgCr,0.3333333333333333,8874,Gd,191000
2006,5,1060,308.0,756.0,1994,1,1.0,BrkSide,0.16666666666666666,6360,TA,136500
2082,4,943,308.0,0.0,1994,1,0.0,Edwards,0.2,4715,NA,80000
2344,7,2183,786.0,1204.0,1988,3,0.0,NWAmes,0.3333333333333333,19647,Gd,229000
248,7,1949,574.0,1050.0,1994,3,1.0,SawyerW,0.375,15592,Gd,236000
2276,10,1824,932.0,1824.0,2007,2,0.0,Timber,0.25,14592,Ex,392000
755,6,1930,316.0,720.0,1950,2,1.0,IDOTRR,0.25,15440,TA,149000
1178,10,2393,846.0,970.0,1999,3,1.0,Somerst,0.42857142857142855,16751,Gd,345000
2636,5,2014,624.0,716.0,2005,2,0.0,OldTown,0.25,16112,Fa,169000
2077,4,1242,336.0,484.0,1950,1,0.0,Edwards,0.25,4968,TA,109900
2930,7,2000,650.0,996.0,1994,3,0.0,Mitchel,0.3333333333333333,18000,Gd,188000
737,6,1412,280.0,780.0,1950,1,0.0,BrkSide,0.16666666666666666,8472,TA,132500
837,5,990,440.0,990.0,1994,1,1.0,CollgCr,0.2,4950,TA,143000
2086,5,1342,256.0,1342.0,1951,1,1.0,Edwards,0.14285714285714285,9394,Fa,125000
2385,9,1868,1085.0,1868.0,2005,2,1.0,NridgHt,0.2857142857142857,13076,Ex,415000
189,4,1363,528.0,622.0,1950,1,0.0,OldTown,0.16666666666666666,8178,Fa,125500
635,6,1632,338.0,1240.0,1988,2,1.0,NAmes,0.3333333333333333,9792,TA,139000
432,10,2296,842.0,1722.0,2008,3,1.0,NridgHt,0.3,22960,Ex,451950
900,5,1678,0.0,1678.0,1959,2,0.0,Edwards,0.2,16780,TA,119900
966,8,1296,471.0,1267.0,2002,2,1.0,Timber,0.3333333333333333,7776,Ex,220000
1612,6,1587,525.0,1587.0,1971,2,0.0,NAmes,0.2857142857142857,11109,TA,167300
904,5,1298,256.0,720.0,1950,1,0.0,Edwards,0.16666666666666666,7788,TA,122000
2487,5,1728,504.0,1728.0,1963,2,1.0,Sawyer,0.2,17280,TA,125000
1304,5,928,288.0,928.0,1957,1,0.0,OldTown,0.2,4640,TA,112500
2112,7,1795,578.0,879.0,2006,3,0.0,CollgCr,0.42857142857142855,12565,Gd,191000
1244,6,1080,288.0,1080.0,1958,1,0.0,NAmes,0.2,5400,TA,136000
843,7,1779,546.0,866.0,1998,3,0.0,CollgCr,0.5,10674,Gd,197900
2689,6,1635,255.0,485.0,2003,1,0.0,OldTown,0.2,8175,TA,117000
2753,7,1220,632.0,1199.0,2006,2,1.0,CollgCr,0.3333333333333333,7320,Gd,194000
1169,9,1310,545.0,1310.0,2001,2,1.0,Somerst,0.4,6550,Ex,285000
1376,5,1355,0.0,644.0,1999,2,1.0,Edwards,0.3333333333333333,8130,TA,127500
2503,7,2295,590.0,1095.0,2000,3,1.0,NoRidge,0.3333333333333333,20655,Gd,268000
1987,4,1798,342.0,1075.0,1950,3,0.0,OldTown,0.42857142857142855,12586,TA,137000
1190,7,1620,578.0,1620.0,1967,2,0.0,NWAmes,0.25,12960,TA,215000
1930,5,1216,336.0,1216.0,1955,1,1.0,NAmes,0.2,6080,TA,129500
2677,5,1344,240.0,896.0,1950,1,0.0,BrkSide,0.14285714285714285,9408,Gd,115000
1256,5,1159,288.0,747.0,1950,1,0.0,OldTown,0.2,5795,TA,114000
2484,4,1056,384.0,1056.0,1966,1,1.0,SawyerW,0.2,5280,TA,107000
1253,5,1216,336.0,832.0,1950,1,0.0,NAmes,0.16666666666666666,7296,TA,118500
1337,6,1158,208.0,862.0,1950,1,0.0,BrkSide,0.2,5790,TA,120000
1788,8,1538,484.0,1538.0,2005,2,1.0,Somerst,0.2857142857142857,10766,Gd,260000
141,5,1143,308.0,1143.0,1959,1,1.0,NAmes,0.16666666666666666,6858,TA,136000
1669,4,872,480.0,858.0,1971,1,0.0,NAmes,0.2,4360,TA,123000
1366,6,1406,0.0,319.0,1950,1,0.0,IDOTRR,0.16666666666666666,8436,TA,89500
52,6,1324,430.0,1324.0,2005,2,0.0,Gilbert,0.3333333333333333,7944,Gd,199500
1380,5,904,408.0,876.0,1966,1,0.0,Sawyer,0.16666666666666666,5424,TA,109900
919,7,2080,282.0,1276.0,2004,2,0.0,Crawfor,0.2222222222222222,18720,Gd,234000
2804,6,848,420.0,848.0,2004,1,1.0,CollgCr,0.3333333333333333,2544,Gd,155900
782,4,1788,304.0,1104.0,1989,1,1.0,ClearCr,0.125,14304,TA,161500
956,6,1344,525.0,819.0,1958,1,1.0,Timber,0.14285714285714285,9408,TA,137500
187,5,2256,0.0,840.0,1950,2,0.0,OldTown,0.16666666666666666,27072,TA,76500
2074,6,2060,521.0,1151.0,1989,3,1.0,ClearCr,0.375,16480,Gd,211000
1039,6,1337,511.0,1405.0,1999,2,1.0,NAmes,0.4,6685,Gd,181000
1210,6,1165,490.0,1127.0,1966,2,1.0,NAmes,0.3333333333333333,6990,TA,174900
2710,5,1320,564.0,1164.0,1966,1,1.0,Sawyer,0.16666666666666666,7920,TA,164500
44,7,1535,532.0,1517.0,2004,2,0.0,NridgHt,0.2857142857142857,10745,Gd,214000
1026,7,2044,489.0,738.0,1988,3,0.0,NWAmes,0.42857142857142855,14308,Gd,185000
1343,4,1136,336.0,704.0,1950,1,1.0,BrkSide,0.16666666666666666,6816,TA,123000
2248,6,1299,486.0,1001.0,1979,2,1.0,Mitchel,0.4,6495,Gd,183500
1849,8,1441,492.0,776.0,2000,3,0.0,Somerst,0.6,7205,Gd,174000
2076,5,1630,649.0,1073.0,1953,2,0.0,Edwards,0.3333333333333333,9780,TA,130000
2641,7,1641,546.0,728.0,1990,2,1.0,OldTown,0.3333333333333333,9846,TA,178000
5,5,1629,482.0,928.0,1998,3,0.0,Gilbert,0.5,9774,Gd,189900
878,6,848,420.0,848.0,2004,1,1.0,CollgCr,0.25,3392,Gd,144000
1548,6,816,432.0,816.0,2007,1,0.0,IDOTRR,0.2,4080,TA,120500
841,5,1097,672.0,1097.0,1995,2,0.0,CollgCr,0.3333333333333333,6582,Gd,145000
1621,8,1652,499.0,1494.0,2000,2,1.0,StoneBr,0.3333333333333333,9912,Gd,251000
218,4,1768,0.0,1768.0,1968,2,0.0,Sawyer,0.25,14144,TA,136500
1504,4,1152,0.0,0.0,1955,2,0.0,Edwards,0.3333333333333333,6912,NA,82500
946,2,810,280.0,0.0,1950,1,0.0,IDOTRR,0.25,3240,NA,57625
455,7,1358,484.0,1350.0,2008,2,1.0,NridgHt,0.3333333333333333,8148,Gd,212500
2906,6,1216,402.0,1216.0,1998,2,1.0,Mitchel,0.4,6080,Ex,164000
2878,6,1638,384.0,967.0,1957,2,0.0,IDOTRR,0.3333333333333333,9828,TA,139000
1173,7,1252,462.0,600.0,2000,3,1.0,Somerst,0.75,5008,Gd,160000
985,5,883,698.0,828.0,1993,1,1.0,Mitchel,0.2,4415,Gd,149000
975,5,874,288.0,864.0,1968,1,1.0,Mitchel,0.2,4370,TA,130000
202,7,1710,480.0,576.0,1950,2,0.0,OldTown,0.2222222222222222,15390,TA,140000
